Place,pincode,Location
New Thippasandra S.O,560075,Bangalore
P&T Col. Kavalbyrasandra S.O,560032,Bangalore
Panathur B.O,560103,Bangalore
R T Nagar H.O,560032,Bangalore
R.M.V. Extension II Stage S.O,560094,Bangalore
Rajanakunte B.O,560064,Bangalore
Rajbhavan S.O (Bangalore),560001,Bangalore
Ramamurthy Nagar S.O,560016,Bangalore
Rameshnagar S.O,560037,Bangalore
Richmond Town S.O,560025,Bangalore
Sadashivanagar S.O,560080,Bangalore
Sahakaranagar P.O S.O,560092,Bangalore
Singanayakanahalli B.O,560064,Bangalore
Sivan Chetty Gardens S.O,560042,Bangalore
St. Thomas Town S.O,560084,Bangalore
Training Command IAF S.O,560006,Bangalore
Vartur S.O,560087,Bangalore
Vasanthanagar S.O,560001,Bangalore
Venkateshapura S.O,560045,Bangalore
Vidhana Soudha S.O,560001,Bangalore
Vimanapura S.O,560017,Bangalore
Virgonagar S.O,560049,Bangalore
Viveknagar S.O (Bangalore),560047,Bangalore
Whitefield S.O,560066,Bangalore
Yelahanka S.O,560064,Bangalore
Yelahanka Satellite Town S.O,560064,Bangalore
Bangalore G.P.O. ,560001,Bangalore
Adugodi S.O,560030,Bangalore
Agara B.O,560034,Bangalore
Anjanapura S.O,560108,Bangalore
Ashoknagar S.O (Bangalore),560050,Bangalore
B Sk II Stage S.O,560070,Bangalore
Banashankari III Stage S.O,560085,Bangalore
Banashankari S.O,560050,Bangalore
Bangalore Corporation Building S.O,560002,Bangalore
Bannerghatta Road S.O,560076,Bangalore
Bannerghatta S.O,560083,Bangalore
Basavanagudi H.O,560004,Bangalore
Begur B.O,560068,Bangalore
Bnagalore Viswavidalaya S.O,560056,Bangalore
Bolare B.O,560082,Bangalore
Bommanahalli S.O (Bangalore),560068,Bangalore
Bommasandra Industrial Estate S.O,560099,Bangalore
Carmelram S.O,560035,Bangalore
Chamrajpet S.O (Bangalore),560018,Bangalore
Chandapura B.O,560099,Bangalore
Chandapura S.O,560081,Bangalore
Chickpet S.O,560053,Bangalore
Chikkalasandra S.O,560061,Bangalore
Chudenapura B.O,560060,Bangalore
Dasarahalli(Srinagar) S.O,560050,Bangalore
Deepanjalinagar S.O,560026,Bangalore
Dharmaram College S.O,560029,Bangalore
Doddakallasandra S.O,560062,Bangalore
Electronics City S.O,560100,Bangalore
Gaviopuram Extension S.O,560019,Bangalore
Girinagar S.O (Bangalore),560085,Bangalore
Gottigere S.O,560083,Bangalore
Governmemnt Electric Factory S.O,560026,Bangalore
Haragadde B.O,560105,Bangalore
Hennagara B.O,560105,Bangalore
HSR Layout S.O,560102,Bangalore
Hulimangala B.O,560105,Bangalore
Hulimavu B.O,560076,Bangalore
Hulimavu S.O,560076,Bangalore
J P Nagar S.O,560078,Bangalore
Jayanagar H.O,560041,Bangalore
Jayanagar West S.O,560070,Bangalore
Jayangar III Block S.O,560011,Bangalore
Jigani S.O,560105,Bangalore
JP Nagar III Phase S.O,560078,Bangalore
JP Nagar VIII phase S.O,560076,Bangalore
Kallubalu B.O,560105,Bangalore
Kathriguppe S.O,560085,Bangalore
Konanakunte S.O,560062,Bangalore
Koramangala I Block S.O,560034,Bangalore
Koramangala S.O,560034,Bangalore
Koramangala VI Bk S.O,560095,Bangalore
Kumaraswamy Layout S.O,560078,Bangalore
Kumbalagodu S.O,560074,Bangalore
Kumbalgodu Gollahalli B.O,560074,Bangalore
Madhavan Park S.O,560011,Bangalore
Madivala S.O,560068,Bangalore
Mallathahalli B.O,560056,Bangalore
Mavalli S.O,560004,Bangalore
Mico Layout S.O,560076,Bangalore
Mount St Joseph B.O,560076,Bangalore
Muthanallur B.O,560099,Bangalore
Nayandahalli S.O,560039,Bangalore
Padmanabhnagar S.O,560070,Bangalore
Pampamahakavi Road S.O,560004,Bangalore
Ragihalli B.O,560083,Bangalore
Rajarajeshwarinagar S.O,560098,Bangalore
Ramohalli B.O,560074,Bangalore
Rv Niketan S.O,560059,Bangalore
Sampangiramnagar S.O,560027,Bangalore
Shanthinagar S.O,560027,Bangalore
St. John's Medical College S.O,560034,Bangalore
State Bank Of Mysore Colony S.O,560050,Bangalore
Subramanyapura S.O,560061,Bangalore
Tavarekere S.O,560029,Bangalore
Thalaghattapura S.O,560109,Bangalore
Thataguni B.O,560082,Bangalore
Thyagarajnagar S.O,560004,Bangalore
Tilaknagar S.O (Bangalore),560041,Bangalore
Tyagrajnagar S.O,560070,Bangalore
Ullalu Upanagar S.O,560110,Bangalore
Wilson Garden S.O,560027,Bangalore
Wipro Limited S.O,560100,Bangalore
Yelachenahalli S.O,560078,Bangalore
Bagalgunte B.O,560073,Bangalore
Bangalore City S.O,560002,Bangalore
Bangalore Dist Offices Bldg S.O,560009,Bangalore
Bapagrama B.O,560091,Bangalore
Basaveshwaranagar S.O,560079,Bangalore
Chandra Lay Out S.O,560040,Bangalore
Chikkabidarkal S.O,560073,Bangalore
Gayathrinagar S.O,560021,Bangalore
Hampinagar S.O,560104,Bangalore
Herohalli S.O,560091,Bangalore
Industrial Estate S.O (Bangalore),560010,Bangalore
Jalahalli East S.O,560014,Bangalore
Jalahalli H.O,560013,Bangalore
Jalahalli West S.O,560015,Bangalore
K H B Colony S.O,560079,Bangalore
K. G. Road S.O,560009,Bangalore
Kamakshipalya S.O,560079,Bangalore
Kodigehalli S.O,560112,Bangalore
Laggere S.O,560058,Bangalore
Magadi Road S.O,560023,Bangalore
Mahalakshmipuram Layout S.O,560086,Bangalore
Malleswaram S.O,560003,Bangalore
Malleswaram West S.O,560055,Bangalore
Mathikere S.O,560054,Bangalore
Msrit S.O,560054,Bangalore
Nagarbhavi S.O,560072,Bangalore
Nagasandra S.O (Bangalore),560073,Bangalore
Nandinilayout S.O,560096,Bangalore
Nelakadiranahalli B.O,560073,Bangalore
Palace Guttahalli S.O,560003,Bangalore
Peenya Dasarahalli S.O,560057,Bangalore
Peenya I Stage S.O,560058,Bangalore
Peenya Small Industries S.O,560058,Bangalore
Rajajinagar H.O,560010,Bangalore
Rajajinagar IVth Block S.O,560010,Bangalore
Science Institute S.O,560012,Bangalore
Seshadripuram S.O,560020,Bangalore
Sri Chowdeshwari S.O,560054,Bangalore
Srirampuram S.O,560021,Bangalore
Swimming Pool Extn S.O,560003,Bangalore
Tarabanahalli B.O,560090,Bangalore
Vidyaranyapura S.O,560097,Bangalore
Vijayanagar East S.O,560040,Bangalore
Vijayanagar S.O (Bangalore),560040,Bangalore
Viswaneedam S.O,560091,Bangalore
Vyalikaval Extn S.O,560003,Bangalore
West of Chord Road II stage S.O,560086,Bangalore
Yeshwanthpur Bazar S.O,560022,Bangalore
Yeswanthpura S.O,560022,Bangalore
Anekal S.O,562106,Bangalore
Attibele S.O,562107,Bangalore
Avathi,562164,Bangalore
Bagalur S.O (Bangalore),562149,Bangalore
Bandikodigehalli B.O,562149,Bangalore
Bestamaranahalli B.O,562106,Bangalore
Bettahalsur S.O,562157,Bangalore
Bidaraguppe B.O,562107,Bangalore
Byagadadenahalli B.O,562106,Bangalore
Chamarajasagara B.O,562120,Bangalore
Chikkajala B.O,562157,Bangalore
Chikkanahalli B.O,562130,Bangalore
Chunchanakuppe B.O,562130,Bangalore
Dasanapura B.O,562162,Bangalore
Doddajala B.O,562157,Bangalore
Dommasandra B.O,562125,Bangalore
Guddanahalli B.O,562106,Bangalore
Handenahalli B.O,562125,Bangalore
Hunasamaranahalli B.O,562157,Bangalore
Indalavadi B.O,562106,Bangalore
Kadabagere B.O,562130,Bangalore
Kannur B.O,562149,Bangalore
Kugur B.O,562125,Bangalore
Madanayakanahalli S.O,562162,Bangalore
Marsur B.O,562106,Bangalore
Mayasandra B.O,562107,Bangalore
Neralur B.O,562107,Bangalore
Neriga B.O,562125,Bangalore
Samandur B.O,562106,Bangalore
Sarjapura S.O,562125,Bangalore
Sidihoskote B.O,562106,Bangalore
Tarahunise B.O,562157,Bangalore
Tavarekere S.O (Bangalore),562130,Bangalore
Thammanayakanahalli B.O,562106,Bangalore
Vanakanahalli B.O,562106,Bangalore
Vidyanagara B.O,562157,Bangalore
Yadavanahalli B.O,562107,Bangalore
